#┏━━━━━━━━━━━━━┓#
#┃   戦闘メッセージの設定   ┃#
#┗━━━━━━━━━━━━━┛#

# 敵
# 四足
$enemy_msg[0][0] = "100<>0<>0<>0<>体当たりした！<>";
$enemy_msg[0][1] = "105<>0<>0<>0<>引っかいた！<>";
$enemy_msg[0][2] = "110<>5<>0<>0<>噛みついた！<>";
# カマキリ
$enemy_msg[1][0] = "100<>0<>0<>0<>体当たりした！<>";
$enemy_msg[1][1] = "105<>0<>0<>0<>噛みついた！<>";
$enemy_msg[1][2] = "110<>5<>3<>0<>切り裂いた！<>";
# ヘビ
$enemy_msg[2][0] = "95<>0<>0<>6<>巻きつき、締め付けた！<>";
$enemy_msg[2][1] = "100<>5<>0<>0<>噛みついた！<>";
$enemy_msg[2][2] = "105<>0<>0<>8<>牙を突きたてた！<>";
# ウニ
$enemy_msg[3][0] = "105<>0<>2<>0<>針を突き刺した！<>";
$enemy_msg[3][1] = "100<>5<>2<>0<>針を飛ばした！<>";
$enemy_msg[3][2] = "100<>0<>0<>0<>体当たりした！<>";
# 植物
$enemy_msg[4][0] = "95<>0<>4<>6<>蔓で巻きつき、締め付けた！<>";
$enemy_msg[4][1] = "105<>5<>4<>0<>種を飛ばした！<>";
$enemy_msg[4][2] = "100<>0<>0<>0<>体当たりした！<>";
# 魚
$enemy_msg[5][0] = "100<>0<>0<>0<>突進した！<>";
$enemy_msg[5][1] = "100<>0<>0<>0<>噛みついた！<>";
$enemy_msg[5][2] = "105<>0<>2<>8<>ヒレで打った！<>";
# カブトムシ
$enemy_msg[6][0] = "100<>0<>0<>0<>突進した！<>";
$enemy_msg[6][1] = "100<>0<>3<>2<>角で突いた！<>";
$enemy_msg[6][2] = "110<>0<>3<>0<>角で力任せに投げ飛ばした！<>";
# ヒレ
$enemy_msg[7][0] = "100<>0<>0<>0<>突進した！<>";
$enemy_msg[7][1] = "105<>5<>2<>0<>切り裂いた！<>";
$enemy_msg[7][2] = "110<>0<>2<>0<>ヒレで打った！<>";
# 赤
